City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,medina,24.4686,39.6142,68.43,10,0,5.75,SA,1707678208
363,noumea,-22.2763,166.4572,81.0,99,80,12.15,NC,1707678291
364,lobujya,27.95,86.8167,-2.49,32,0,5.39,NP,1707678292
365,pahlgam,34.0333,75.3333,22.5,60,72,11.36,IN,1707678293
366,kutum,14.2,24.6667,71.96,16,0,6.38,SD,1707678294
367,whakatane,-37.9585,176.9854,54.88,86,100,3.0,NZ,1707678296
368,king city,36.2127,-121.126,55.9,55,62,2.51,US,1707678297
369,ugoofaaru,5.6667,73.0,82.38,71,100,12.08,MV,1707678298
370,lucheng,31.2336,117.2806,44.82,80,0,6.96,CN,1707678299
371,fort stockton,30.894,-102.8793,51.85,44,0,23.02,US,1707678183
372,port lavaca,28.615,-96.6261,76.05,83,49,15.39,US,1707678301
373,gardez,33.5974,69.2259,31.03,56,100,1.61,AF,1707678302
374,altus,34.6381,-99.334,36.91,93,100,18.41,US,1707678303
375,lhasa,29.65,91.1,29.43,46,79,3.53,CN,1707678304
376,ojinaga,29.5667,-104.4167,56.57,35,0,23.02,MX,1707678305
377,mount gambier,-37.8333,140.7667,54.97,95,4,3.8,AU,1707678307
378,colares,38.7992,-9.4469,64.33,98,75,18.99,PT,1707678308
379,greymouth,-42.4667,171.2,49.3,85,100,4.63,NZ,1707678309
380,kenai,60.5544,-151.2583,19.45,93,0,6.91,US,1707678310
381,filiatra,37.15,21.5833,61.7,78,100,24.2,GR,1707678311
382,lebyazh'ye,55.2689,66.4947,-3.08,99,19,8.12,RU,1707678312
383,mwingi,-0.9344,38.0601,71.55,66,100,3.18,KE,1707678314
384,caleta de carquin,-11.0925,-77.6267,79.45,75,84,10.83,PE,1707678315
385,kavieng,-2.5744,150.7967,84.13,69,100,10.36,PG,1707678316
386,kataba,13.9833,44.3833,63.86,64,2,3.31,YE,1707678317
387,bangassou,4.7413,22.8184,83.21,31,100,2.33,CF,1707678318
388,baskale,38.0453,44.0172,18.81,54,0,4.09,TR,1707678319
389,al ghayzah,16.2079,52.176,76.3,71,3,10.8,YE,1707678320
390,san luis de la loma,17.2706,-100.8939,83.71,56,0,7.96,MX,1707678321
391,bubaque,11.2833,-15.8333,79.61,62,0,12.03,GW,1707678322
392,malango,-2.9627,119.9001,68.94,99,100,0.72,ID,1707678323
393,atar,20.5169,-13.0499,83.34,29,0,11.21,MR,1707678324
394,lexington,37.9887,-84.4777,48.92,81,100,4.61,US,1707677626
395,ilhabela,-23.7781,-45.3581,86.7,68,19,2.55,BR,1707678139
396,mersa matruh,31.3525,27.2453,64.6,77,0,12.66,EG,1707678327
397,valparaiso,-33.0393,-71.6273,90.14,56,0,11.5,CL,1707678328
398,siofok,46.9041,18.058,47.59,89,100,13.94,HU,1707678330
399,lishui,28.4604,119.9103,43.09,85,0,2.64,CN,1707678331
400,bamboo flat,11.7,92.7167,82.49,78,40,5.75,IN,1707678332
401,ripky,51.801,31.0838,34.11,99,100,10.33,UA,1707678333
402,strezhevoy,60.7333,77.5889,-4.13,96,99,10.94,RU,1707678334
403,kuruman,-27.4524,23.4325,73.99,10,0,7.67,ZA,1707678335
404,marsh harbour,26.5412,-77.0636,74.86,67,26,15.39,BS,1707678320
405,amga,60.8953,131.9608,-34.69,100,100,3.0,RU,1707678338
406,sur,22.5667,59.5289,71.62,83,100,6.31,OM,1707678339
407,nemuro,43.3236,145.575,21.74,78,47,2.48,JP,1707678341
408,tshabong,-26.05,22.45,88.29,14,4,11.25,BW,1707678342
409,tekkali,18.6167,84.2333,68.45,75,4,2.57,IN,1707678343
410,bahir dar,11.5936,37.3908,75.04,36,5,13.22,ET,1707678344
411,vila do maio,15.1333,-23.2167,77.79,75,0,12.08,CV,1707678345
412,brandenburg an der havel,52.4167,12.55,48.9,99,100,6.11,DE,1707678346
413,benghazi,32.1167,20.0667,65.25,52,29,8.9,LY,1707678347
414,crane,31.3974,-102.3501,52.23,38,65,14.25,US,1707678348
415,dhidhdhoo,6.8833,73.1,82.51,70,99,5.44,MV,1707678349
416,monteiro,-7.8894,-37.12,83.68,53,80,10.56,BR,1707678350
417,tofol,5.3248,163.0078,81.16,75,100,21.74,FM,1707678353
418,naze,28.3667,129.4833,54.52,63,5,11.1,JP,1707678354
419,berdigestyakh,62.0989,126.6992,-16.67,97,100,9.22,RU,1707678355
420,tibati,6.4667,12.6333,81.91,20,0,1.23,CM,1707678356
421,gaspe,48.8334,-64.4819,35.51,93,100,3.44,CA,1707678349
422,carnarvon,-24.8667,113.6333,78.17,72,0,18.63,AU,1707678358
423,paterna de rivera,36.5211,-5.8494,63.19,97,100,14.36,ES,1707678359
424,rongelap,11.1635,166.8941,78.98,80,100,22.79,MH,1707678360
425,saldanha,-33.0117,17.9442,82.45,64,0,11.16,ZA,1707678361
426,parnamirim,-5.9156,-35.2628,89.49,58,75,12.66,BR,1707678362
427,corner brook,48.9667,-57.9484,33.96,100,100,2.75,CA,1707678363
428,kodinar,20.7903,70.7031,70.66,30,97,9.4,IN,1707678365
429,parauapebas,-6.0675,-49.9022,84.18,78,40,4.61,BR,1707678366
430,new norfolk,-42.7826,147.0587,58.71,97,100,2.66,AU,1707678367
431,rye,40.9807,-73.6837,48.47,60,0,9.22,US,1707678368
432,kearney,40.6995,-99.0815,39.88,62,0,10.36,US,1707678369
433,pontianak,-0.0333,109.3333,76.98,100,100,1.14,ID,1707678371
434,chishmy,54.5765,55.3764,-6.84,100,81,4.18,RU,1707678372
435,alexandria,31.2156,29.9553,59.54,75,100,11.81,EG,1707678361
436,susuman,62.7833,148.1667,-29.31,100,100,1.52,RU,1707678374
437,vorkuta,67.5,64.0,-21.96,100,100,5.03,RU,1707678375
438,nadym,65.5333,72.5167,-13.31,97,89,11.43,RU,1707678376
439,withernsea,53.7311,0.0335,46.65,87,8,14.03,GB,1707678377
440,minas de marcona,-15.2119,-75.1103,75.9,58,91,15.64,PE,1707678378
441,black river,18.0264,-77.8487,83.89,58,2,18.99,JM,1707678379
442,muang xay,20.7,101.9833,55.56,94,1,1.28,LA,1707678380
443,ola,59.5833,151.2833,-8.25,88,100,7.67,RU,1707678381
444,elko,41.0002,-115.5012,29.05,80,42,0.83,US,1707678382
445,chibougamau,49.9168,-74.3659,19.02,73,100,9.22,CA,1707678384
446,white river,-25.3318,31.0117,67.15,77,75,8.05,ZA,1707678385
447,tsengel,49.4783,100.8894,12.49,78,19,4.85,MN,1707678387
448,alice springs,-23.7,133.8833,80.22,60,40,0.0,AU,1707678309
449,tual,-5.6667,132.75,82.81,81,100,12.19,ID,1707678390
450,rio gallegos,-51.6226,-69.2181,53.65,62,40,25.32,AR,1707678106
451,narvik,68.4384,17.4272,18.81,85,25,4.68,NO,1707678392
452,flin flon,54.7682,-101.865,17.44,86,100,4.61,CA,1707678393
453,saint-pierre,-21.3393,55.4781,80.28,78,0,10.36,RE,1707678394
454,mandal,25.45,74.5667,55.94,31,16,4.92,IN,1707678395
455,kilindoni,-7.9139,39.6668,82.74,81,100,14.25,TZ,1707678396
456,chifeng,42.2683,118.9636,27.41,43,0,6.53,CN,1707678397
457,mala bilozerka,47.2474,34.9346,51.69,74,100,17.07,UA,1707678398
458,motueka,-41.1333,173.0167,58.1,77,73,2.71,NZ,1707678300
459,taesal-li,36.9714,126.4542,36.91,59,0,3.4,KR,1707678400
460,kurumkan,54.3,110.3,22.12,94,92,3.0,RU,1707678401
461,chivilcoy,-34.8957,-60.0167,95.13,32,26,4.56,AR,1707678402
462,suntar,62.1444,117.6319,-15.02,98,100,5.21,RU,1707678403
463,comodoro rivadavia,-45.8667,-67.5,76.86,29,20,40.29,AR,1707678404
464,atbara,17.7022,33.9864,72.52,29,0,10.63,SD,1707678405
465,malvan,16.0667,73.4667,75.18,54,20,10.83,IN,1707678406
466,nova olinda do norte,-3.8881,-59.0942,82.65,87,75,1.68,BR,1707678407
467,tolanaro,-25.0319,46.9987,76.59,98,100,3.8,MG,1707678408
468,alta,69.9689,23.2717,6.06,85,20,3.44,NO,1707678261
469,ambon,-3.6954,128.1814,82.54,78,40,1.14,ID,1707678410
470,pingzhuang,42.0372,119.2889,26.15,48,0,7.23,CN,1707678411
471,staritsa,56.5075,34.9354,23.58,96,97,7.16,RU,1707678412
472,inverell,-29.7833,151.1167,63.66,92,22,4.65,AU,1707678413
473,mersing,2.4312,103.8405,76.86,87,54,14.56,MY,1707678414
474,tyuratam,45.6507,63.3156,20.73,63,100,10.04,KZ,1707678415
475,hassi messaoud,31.6804,6.0729,64.4,33,7,7.49,DZ,1707678416
476,pimenta bueno,-11.6725,-61.1936,76.05,95,100,3.06,BR,1707678417
477,cochrane,51.1834,-114.4687,35.53,53,100,3.04,CA,1707678418
478,yangshuo,24.7808,110.4897,52.25,68,5,0.25,CN,1707678419
479,megion,61.0296,76.1136,-12.98,95,100,13.09,RU,1707678420
480,hengchun,22.0042,120.7439,65.25,60,7,20.87,TW,1707678421
481,ingeniero jacobacci,-41.3427,-69.5448,71.42,25,100,28.3,AR,1707678422
482,monte alegre,-2.0078,-54.0692,88.39,55,36,8.57,BR,1707678423
483,riberalta,-10.9833,-66.1,88.0,70,75,4.61,BO,1707678424
484,keelung,25.1283,121.7419,59.95,59,4,10.89,TW,1707678425
485,apolinario saravia,-24.4328,-63.9954,90.23,54,100,5.48,AR,1707678426
486,fisterra,42.9049,-9.2629,55.74,94,100,29.26,ES,1707678427
487,ketchikan,55.3422,-131.6461,37.38,100,100,11.5,US,1707678428
488,choyr,46.3611,108.3611,5.16,83,4,1.36,MN,1707678429
489,gangtok,27.3333,88.6167,42.96,50,1,6.29,IN,1707678384
490,tenenkou,14.4572,-4.9169,86.16,7,0,8.97,ML,1707678431
491,manokwari,-0.8667,134.0833,78.08,81,99,5.66,ID,1707678432
492,tinajo,29.0788,-13.7081,68.88,73,75,11.5,ES,1707678433
493,tazacorte,28.629,-17.9293,68.97,95,75,2.3,ES,1707678434
494,monterey,36.2505,-121.2516,52.18,55,61,2.51,US,1707678435
495,kingscliff,-28.2667,153.5667,76.8,69,40,11.5,AU,1707678436
496,turuntayevo,52.2,107.6167,-0.31,97,100,1.03,RU,1707678437
497,ruteng,-8.6136,120.4721,64.83,94,100,0.78,ID,1707678438
498,salem,11.65,78.1667,68.32,85,10,4.97,IN,1707678305
499,keminmaa,65.8596,24.8228,-16.83,76,20,2.3,FI,1707678440
500,hasaki,35.7333,140.8333,39.6,95,100,13.94,JP,1707678441
501,dakhla,23.6848,-15.958,66.52,82,0,20.65,EH,1707678442
502,kristinestad,62.2743,21.376,2.1,94,44,6.6,FI,1707678443
503,katsuura,35.1333,140.3,42.01,92,70,12.77,JP,1707678444
504,puerto baquerizo moreno,-0.9,-89.6,83.39,79,75,10.36,EC,1707678215
505,ridgecrest,35.6225,-117.6709,50.65,38,0,4.0,US,1707678447
506,polyarnyy,69.1989,33.4478,3.45,93,100,6.82,RU,1707678448
507,sumbe,-11.2061,13.8437,80.71,86,100,1.57,AO,1707678268
508,macae,-22.3708,-41.7869,85.53,64,8,14.94,BR,1707678450
509,pristina,42.6727,21.1669,47.17,88,40,5.75,XK,1707678451
510,al kharijah,25.4514,30.5464,60.51,25,6,4.23,EG,1707678452
511,aljezur,37.3191,-8.8033,62.85,93,100,19.44,PT,1707678452
512,togur,58.3631,82.8265,4.14,95,100,7.0,RU,1707678453
513,hpa-an,16.8906,97.6333,76.48,68,76,2.08,MM,1707678454
514,shihezi,44.3,86.0333,20.25,76,43,5.17,CN,1707678455
515,birao,10.2849,22.7882,82.17,16,0,6.35,CF,1707678457
516,chetwayi,10.5333,76.05,76.53,74,10,4.5,IN,1707678458
517,yarmouth,41.7057,-70.2286,48.96,67,0,5.75,US,1707678459
518,san borja,-14.8167,-66.85,82.09,93,100,0.89,BO,1707678460
519,koulamoutou,-1.1303,12.4736,77.4,84,87,2.53,GA,1707678461
520,kupang,-10.1667,123.5833,79.38,100,75,4.61,ID,1707678462
521,flying fish cove,-10.4217,105.6791,82.08,68,97,7.85,CX,1707678312
522,inderbor,48.55,51.7833,15.91,85,77,11.27,KZ,1707678464
523,quellon,-43.1167,-73.6167,54.75,75,84,14.32,CL,1707678465
524,urucara,-2.5364,-57.76,93.56,43,55,6.15,BR,1707678466
525,abadeh,31.1608,52.6506,43.07,27,100,5.68,IR,1707678467
526,puerto leguizamo,-0.1934,-74.7819,82.33,86,69,2.93,CO,1707678468
527,tobruk,32.0836,23.9764,64.31,37,100,14.99,LY,1707678400
528,antofagasta,-23.65,-70.4,72.82,70,89,10.07,CL,1707678470
529,bom conselho,-9.1697,-36.6797,81.32,60,38,16.89,BR,1707678383
530,les cayes,18.2,-73.75,80.58,58,5,12.77,HT,1707678473
531,dunedin,-45.8742,170.5036,54.81,74,100,2.21,NZ,1707678474
532,tobol,52.6844,62.5794,-5.75,96,5,5.23,KZ,1707678475
533,leh,34.1667,77.5833,5.68,53,4,1.77,IN,1707678476
534,kyshtovka,56.555,76.6271,-2.65,90,100,8.99,RU,1707678477
535,cockburn town,21.4612,-71.1419,76.46,61,3,18.52,TC,1707678478
536,luchegorsk,46.4764,134.2569,-2.69,100,100,3.36,RU,1707678479
537,es castell,39.8795,4.2854,54.28,62,20,9.22,ES,1707678480
538,bizhbulyak,53.6967,54.2642,-11.83,100,69,1.5,RU,1707678481
539,fale old settlement,-9.3852,-171.2468,80.71,85,100,14.94,TK,1707678482
540,buchanan,5.8808,-10.0467,82.22,83,79,10.96,LR,1707678483
541,klaksvik,62.2266,-6.589,40.12,92,88,20.07,FO,1707678484
542,tralee,52.2704,-9.7026,41.49,83,100,10.8,IE,1707678485
543,sovetskiy,61.3614,63.5842,-9.11,96,6,5.01,RU,1707678486
544,labrador city,52.9463,-66.9114,24.19,77,100,10.63,CA,1707678487
545,saint-pol-de-leon,48.6833,-3.9833,47.66,80,100,8.99,FR,1707678488
546,vadso,70.0744,29.7487,8.76,85,100,6.91,NO,1707678198
547,tarauaca,-8.1614,-70.7656,82.33,84,100,3.2,BR,1707678490
548,beau vallon,-20.4189,57.6953,81.21,86,12,10.78,MU,1707678491
549,warangal,18.0,79.5833,71.42,77,6,14.72,IN,1707678492
550,mormugao,15.4,73.8,78.06,69,20,3.44,IN,1707678493
551,dursunbey,39.586,28.6257,50.81,68,100,10.6,TR,1707678494
552,byalynichy,53.9983,29.7126,32.99,99,100,10.22,BY,1707678495
553,lodja,-3.4833,23.4333,75.25,76,100,2.44,CD,1707678496
554,kalibo (poblacion),11.7061,122.3644,73.18,84,33,17.43,PH,1707678497
555,bechar,31.6167,-2.2167,64.49,34,41,6.24,DZ,1707678498
556,beaufort west,-32.3567,22.583,81.14,17,12,9.6,ZA,1707678499
557,gebeit,21.0667,36.3167,62.53,56,0,5.03,SD,1707678402
558,ponnani,10.767,75.9252,79.92,73,10,4.09,IN,1707678501
559,santa terezinha,-29.9002,-50.0904,82.47,73,24,12.3,BR,1707678502
560,bayganin,48.6947,55.8742,7.47,83,92,8.93,KZ,1707678503
561,sterling,39.0062,-77.4286,51.94,85,100,5.75,US,1707678505
562,bel ombre,-4.6167,55.4167,84.24,71,95,15.41,SC,1707678506
563,pudozh,61.8099,36.5345,-9.06,100,100,3.0,RU,1707678394
